Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
6.9126134,6.125959,0.7978855,7.057816,280.42233,10.8362875,1041.9302
25.941046,25.943985,0.6285893,7.1809864,157.34798,10.535607,1014.5973
7.7126856,6.64419,0.7688361,20.947035,7.081661,10.8324375,1017.36664
15.864123,15.517895,0.904576,10.190845,311.9254,9.005839,1012.774
6.606635,6.447358,0.9720786,0.7970913,313.50458,10.384943,1033.623
14.907588,14.778246,0.8438533,0.88407725,1.0177504,10.286181,1023.8964
9.715118,9.448409,0.7401127,21.301502,149.95724,10.525482,1011.0544
19.307207,19.481144,0.8460504,1.3756672,2.3794086,15.395185,1022.4826
-4.9134164,-5.5341563,0.8659645,6.8462987,328.64908,5.800669,1021.9642
18.494398,20.128435,0.54849964,26.561268,350.3352,10.817265,1016.2928
4.334893,2.8358374,0.83019984,6.2627354,286.54056,10.979289,1016.9076
17.328293,17.16116,0.51480573,9.274538,325.02515,10.811533,1032.9275
18.867903,18.973406,0.80528724,6.112775,146.62477,15.815411,1015.45636
13.337359,13.419277,0.78607816,4.2430334,72.37674,10.361046,1017.0516
25.47969,26.598988,0.546514,15.535328,124.39762,16.09922,1024.1401
18.159666,18.316433,0.489479,24.972471,310.34808,10.840006,1008.8908
13.494626,13.421344,0.8143541,2.7943864,112.339714,6.7632165,1030.5597
2.9401126,-1.3274258,0.82293934,18.330011,326.9782,10.335946,1019.94183
5.9999413,4.966646,0.923424,7.5950418,166.30994,5.8025546,1020.268
3.7761753,1.7660912,0.90697193,8.725176,148.72296,6.039063,1020.4492
27.081974,26.85596,0.37092066,8.499128,88.74077,10.246469,1021.86945
1.3227234,0.1940027,0.9017627,4.0221252,250.43742,6.0414867,1029.0735
19.452559,19.716549,0.67212546,13.9301815,337.1298,16.085724,1017.5267
29.438898,29.650387,0.5131588,11.955944,276.92633,10.801364,1022.6961
36.086197,35.881237,0.37445176,10.861529,204.99522,10.498901,1014.1497
6.9218874,5.935051,0.7113115,4.085477,281.31696,10.800465,1023.4071
17.090576,17.103525,0.65734446,10.813422,41.72875,9.091726,1037.5642
21.153648,21.10261,0.5838835,10.892825,235.13333,10.540923,1008.3096
19.644835,20.687452,0.99647266,14.219059,53.69412,13.785632,1018.0953
16.266058,16.209023,0.67058283,13.152764,338.80002,16.09591,1020.475
21.413746,21.283749,0.66454,7.812003,113.44127,10.441939,1010.7016
18.050642,18.140478,0.85317683,4.9963555,331.4495,10.80914,1022.00745
21.200216,21.241587,0.7334775,8.68684,93.40478,10.358845,1007.77924
28.941795,28.161226,0.61224353,6.305399,354.82397,1.7035915,1040.3455
13.294,14.698435,0.9854174,23.473299,284.32556,10.523112,1019.45404
12.139436,11.408693,0.92059225,8.344732,219.18726,6.8584843,1018.6987
11.006941,10.133701,0.8620951,7.8794312,270.9923,15.6258545,1018.0416
25.088781,25.693464,0.6840521,14.668749,239.73637,15.550328,1014.5723
23.119617,23.10855,0.7174872,7.991493,75.9561,10.803581,1016.9587
-3.3029847,-5.194944,0.90024304,7.947242,315.50818,7.731971,1023.1782
13.186882,13.044037,0.82304543,8.4552145,173.45071,15.705476,1007.7987
16.974443,16.862913,0.8317262,6.7274446,74.56584,15.139625,1018.1426
17.475334,17.714697,0.99976736,14.994559,186.17789,13.891645,1021.60046
20.113907,20.421026,0.7400696,12.3266,338.22104,16.1,1023.1109
1.052776,-0.40924972,0.9503192,4.6966577,316.34265,3.115676,1028.0922
-1.2397411,-6.439366,0.95907885,15.148574,138.43144,3.617615,1019.1644
24.714619,24.57178,0.2916537,14.243342,126.918655,16.1,1026.1179
17.19549,16.963552,0.56256676,2.9867055,9.187027,16.1,1026.9713
4.261455,0.58537406,0.8418504,16.089418,159.0451,10.001672,1011.8875
6.3133206,3.0839229,0.92533535,19.262026,24.153786,5.548532,1019.0176
1.5190121,-1.1241046,0.91156507,8.039493,300.53876,5.370392,1024.3934
19.972414,20.71945,0.56340045,19.326038,344.3162,10.6804,1011.642
20.186237,20.112314,0.5103984,15.521305,310.7782,16.099993,1015.7774
13.258009,12.966116,0.8200448,6.855154,98.42735,10.355617,1009.84216
27.442883,27.534912,0.24956077,17.713354,349.71936,16.1,1027.9059
15.751674,16.977255,0.8699213,18.053936,338.32568,11.162999,1022.77496
22.853762,23.37496,0.5377917,12.702622,252.71593,10.70214,1015.211
28.95848,29.293993,0.50696915,15.709226,305.20596,10.484532,1008.13983
18.210106,19.573902,0.82002974,18.382233,328.4285,11.065755,1020.17377
24.018137,24.066578,0.49228966,8.854516,158.69452,10.276517,1011.11646
0.9129437,-0.77728164,0.8254711,6.451272,245.76958,15.558013,1026.0297
10.758072,9.552679,0.7455092,14.143987,158.89902,10.299782,998.7945
22.657816,22.649063,0.7090386,11.472851,334.81918,10.755272,1013.0966
17.297789,17.036873,0.8398645,4.796945,115.17067,9.20033,1016.44617
12.640795,11.8704,0.6467831,10.011233,287.58774,15.952047,1011.6518
3.6490383,1.8694817,0.9438162,5.4883747,291.55832,4.3591332,1025.4893
7.6573715,5.1009445,0.7558653,22.14638,324.3877,9.836601,1008.71594
3.2284453,-0.6244365,0.908226,14.602255,155.50691,14.6328125,1019.5432
4.4928675,3.2862926,0.9288386,7.4431386,73.49018,5.1641273,1021.57227
22.868443,23.211676,0.71988684,5.9392443,96.65758,9.771491,0.00045010398
12.911055,12.042334,0.9796411,22.362408,183.58682,7.538468,1010.73224
10.279643,10.059426,0.9007166,3.2926397,36.635242,10.731962,1020.4644
24.729347,25.246782,0.6280699,12.698158,340.32272,15.74507,1012.66986
36.001522,35.862804,0.56781375,8.410951,290.05234,10.705916,1021.91833
8.954194,8.465641,0.95766085,3.2085547,290.33432,8.196241,1027.3021
12.679456,12.248387,0.7974383,8.182225,261.45428,15.34577,347.21527
7.884309,4.5679502,0.63399285,17.01602,343.80212,11.003394,1045.652
15.711938,17.823076,0.7294715,21.626963,183.60118,11.069817,1020.88684
12.121205,12.574451,0.722361,17.46535,62.80734,10.811125,1007.4273
6.951715,5.881477,0.8546691,5.7136135,29.874083,9.89998,1010.83856
-0.9465499,-2.6753101,0.9601612,4.5717173,178.8285,0.321137,1028.9329
29.807707,29.728111,0.3983695,4.7774076,313.05515,15.312339,1020.45886
15.10463,14.9045315,0.73200774,13.382477,118.47283,15.896981,1005.8275
9.574652,8.795046,0.94757557,8.511283,139.67781,4.006456,1021.1362
12.170975,12.342548,0.74210304,15.516565,157.01268,10.233945,1005.47516
10.466733,10.095053,0.8738259,7.4769874,300.30215,16.045649,1015.9007
28.328802,29.054955,0.5152909,18.050055,111.96422,10.626676,1010.38074
6.884388,4.9028797,0.8592609,12.204277,327.46054,15.7777405,1013.4432
18.5377,18.248661,0.63400275,16.144533,202.7435,9.460695,0.0
-1.376284,-3.1917665,0.5924917,7.528817,233.13806,10.064118,1030.6064
6.283754,3.8996139,0.78687584,13.597984,157.67726,10.330707,1009.4465
19.293741,19.260586,0.753637,3.8679087,26.38865,15.486301,1019.2639
2.2805753,-1.3836498,0.7891044,32.254223,182.45734,10.610122,1025.0167
26.64878,27.535236,0.35077798,17.136301,329.18048,10.895548,1021.63416
20.94337,20.703337,0.8843224,6.938102,351.59793,10.038588,1018.4543
19.264105,19.411055,0.8312155,4.881104,313.966,15.692163,1016.99615
15.730581,15.438483,0.65494657,13.222387,212.02255,10.496357,1000.20776
22.939772,22.875326,0.7849176,8.616933,299.8438,10.735576,1015.10864
12.846554,13.019138,0.5784742,18.07042,4.9604583,10.666805,1004.74835
0.071170874,-1.1273024,0.7538688,5.0103817,261.57275,7.676437,1028.5592
0.78324056,-3.8669677,0.8865869,15.143351,179.04324,7.6570106,1020.23444
9.494723,9.146724,0.62856996,24.148172,145.38612,10.427468,1015.7846
21.155054,21.587313,0.6640648,10.748559,91.118164,15.380966,1015.3059
7.4712214,5.2123394,0.6576872,25.572031,317.34082,13.550302,1018.5057
7.213217,6.698643,0.85093117,3.7739618,163.02588,10.527865,1016.5205
7.5953984,6.663468,0.8085889,7.577728,300.51816,14.964911,1018.21875
15.385959,15.609602,0.8248538,13.345496,345.1375,16.099998,1024.1405
16.75428,16.428623,0.7502892,10.311716,37.523075,10.663989,1006.80316
5.471095,4.82411,0.87334025,3.3967566,73.29254,10.357915,1018.10016
10.192698,9.81514,0.9209823,7.058153,95.97827,15.45763,1019.2377
7.7786455,4.9240685,0.9675223,17.837849,346.34134,5.3671026,1012.97656
17.940702,18.178823,0.5342148,26.362589,317.84683,11.0035715,1011.6857
20.720415,21.50743,0.60527563,13.87154,9.0957775,15.90627,1020.13794
16.315506,16.353483,0.87747836,11.190261,316.20798,10.843482,1013.1458
12.308697,11.955883,0.93432856,6.728302,314.21655,15.424171,1018.42694
3.3264737,0.35794595,0.7820684,12.028444,201.09918,11.990712,1020.0504
24.111076,24.647482,0.7619975,20.362667,264.19684,10.789518,0.0
16.859592,17.728344,0.54282767,23.42461,154.51085,10.76039,1005.07556
5.3326535,3.1315808,0.9437916,9.832393,205.0037,7.7651644,1021.1239
-7.2547207,-9.149526,0.87858063,5.9930534,200.15956,2.9048312,1018.97687
19.834213,19.949785,0.60151947,8.945481,202.87546,15.98942,1015.84094
-2.4760282,-8.724814,0.8264006,24.237444,241.3726,10.926063,0.0
17.643635,17.481596,0.99948645,9.713151,244.72983,6.089208,1023.62067
19.83251,19.770626,0.55704343,13.041769,270.17944,10.5458145,1005.4746
6.163378,5.0450068,0.94515216,8.649525,271.58313,8.516429,1045.3745
18.95907,19.038483,0.79830426,2.180071,63.32448,15.518105,1009.2494
2.7330105,-1.3304797,0.96377444,15.888513,94.67863,3.8424265,1025.0184
16.798185,17.090363,0.68694574,12.693097,140.05688,14.39234,1009.4325
6.069132,5.5519595,0.87091887,2.8000736,163.58867,10.539355,1019.8743
13.294441,13.262225,0.8732386,18.696024,48.970036,6.190413,1009.02466
7.078819,5.968795,0.89317477,4.590969,341.47275,9.478294,1021.25037
8.58719,7.726199,0.9525999,12.969741,323.51212,14.218162,1042.7313
18.94608,18.683847,0.5325177,14.387413,135.82181,16.099993,1012.6049
19.297258,19.479912,0.83013254,4.1585073,185.80385,15.803112,1017.36633
22.004698,22.119728,0.4826325,12.802286,128.96269,16.099998,1018.401
3.8267834,1.4709115,0.58121276,17.792849,20.779581,10.922318,1021.03015
12.293924,11.736164,0.8238622,10.735064,163.88734,8.883955,1006.71124
14.508925,14.556384,0.42782205,19.150234,145.64188,10.128823,1006.71246
23.14889,22.966825,0.454837,5.42585,36.18233,16.1,1025.9004
2.3888228,2.0013359,0.9653584,0.45667335,264.47723,10.737594,1034.4312
21.176916,22.863976,0.5129328,20.986387,270.63702,10.994314,1021.2813
37.422615,36.94963,0.4028208,10.0456085,226.80292,10.901128,1020.5628
13.092229,14.169275,0.74727434,19.302715,164.26857,10.794624,1010.7653
5.2513366,3.062548,0.91079265,10.94108,160.24544,8.103213,1016.87555
6.9631224,5.2391305,0.6349048,11.347828,139.27821,15.383986,1019.7904
17.640081,17.659956,0.7961119,4.7371516,42.623154,15.754284,1019.1351
16.390902,16.40823,0.83040214,3.9730077,324.36166,15.518585,1019.1638
0.95336777,-2.8449733,0.97872263,10.329127,167.3095,0.31046262,1028.8337
4.5747147,2.0036762,0.7354195,14.305897,233.91827,15.780924,1021.98285
11.165925,10.526017,0.9964972,3.698772,293.3861,2.0777333,1036.0826
14.919689,17.374983,0.7336611,24.50862,197.8421,11.151144,1022.1221
-1.402714,-3.174213,0.92312443,4.132301,146.41191,3.9353328,1027.3483
24.561653,25.117779,0.4174478,15.080632,315.62442,10.744487,1015.98975
17.750834,17.878101,0.8243955,6.0498815,248.3986,15.775274,1014.9983
14.362972,13.933288,0.8022472,12.315643,243.6774,10.593601,1001.8063
9.177744,7.238019,0.53813607,14.078558,195.30789,10.244536,1013.015
19.485603,19.448523,0.49788108,14.689942,222.4263,10.331066,999.64575
15.800851,15.202815,0.93122655,8.682726,347.4359,6.9832315,1018.10614
21.383884,21.430529,0.75136685,8.339975,123.92218,15.8302,1016.0956
5.1790204,3.0726788,0.7527805,15.21107,5.637489,15.73803,1022.36615
22.661528,22.472929,0.4255373,8.678841,127.06209,16.1,1021.06244
20.574312,20.65801,0.704083,9.391246,132.71039,13.972186,1012.6458
7.76825,7.2648597,0.8452298,4.223094,167.35226,10.529022,1015.31323
9.60384,8.4366255,0.72910434,12.420674,295.2622,9.484504,1027.3395
3.7484114,1.6357301,0.9873734,5.3252006,253.76157,0.85387385,1026.4224
7.46651,6.2068453,0.9991924,9.4585705,343.10114,5.021716,1028.9036
-10.819854,-13.007986,0.8742603,9.006643,75.52679,3.799238,1020.29443
7.3085794,5.4216223,0.8489764,14.501587,8.663776,12.763999,1012.725
21.964075,21.96762,0.60194,4.320104,247.49298,10.876251,1020.596
5.4561353,3.4461648,0.88681215,21.697786,308.82065,11.360833,1019.6997
22.97173,22.946249,0.774863,5.1598783,229.65887,10.313061,1019.8055
10.695833,10.185265,0.80556077,7.432384,7.7609105,10.863036,1013.1729
0.20231634,-4.0071816,0.9903002,10.365313,192.09505,1.9278873,1030.1034
17.429146,17.52216,0.7745923,3.744828,138.4174,15.470669,1022.555
-3.9987686,-5.6443877,0.83959275,3.1829145,164.64143,8.448429,1031.5676
27.081146,27.145206,0.64119333,8.894924,224.10243,10.472331,1010.91254
25.543837,25.142233,0.41472146,3.3503113,65.40447,16.1,1027.6033
22.98883,23.073198,0.9158247,3.200775,6.6920004,10.614811,1017.7851
3.4864829,1.3935605,0.89989454,8.9949875,171.09459,7.5265784,1020.01556
23.34203,23.323387,0.4318913,15.915355,327.01184,15.685889,1001.8804
13.709046,13.210022,0.5835258,16.551832,159.11578,16.099968,1006.7388
22.141111,23.32635,0.6440106,17.24104,316.6329,10.999825,1020.8837
25.063383,25.591257,0.8993771,18.900238,355.51633,15.324284,1027.3038
9.502023,8.97447,0.951943,3.9701977,79.550224,6.046103,1025.7262
14.85588,14.263132,0.99926025,13.680617,213.01637,10.393028,1024.9633
12.76558,12.512583,0.59584117,6.180702,326.60144,10.596215,1018.8956
15.219019,15.090008,0.5020998,14.937038,149.64665,10.033971,993.2168
0.15376295,-2.5418613,0.74314713,6.7336593,166.32292,11.041259,1023.6972
2.2212398,-0.797833,0.89972985,10.368373,148.07953,6.5488396,1020.78186
25.758024,25.763134,0.5519494,7.9141026,219.66843,10.572222,1015.5813
-0.21008481,-4.8528175,0.78043664,16.426765,27.6329,9.7031975,1022.1162
6.419239,3.9038868,0.7242302,15.178848,52.755695,10.703043,1035.426
25.819876,25.848154,0.58828586,8.191566,328.68466,15.1206045,1019.779
12.010551,11.866127,0.7462553,16.881311,39.272575,14.826831,1008.98395
12.141493,11.915452,0.8037627,6.141382,321.06485,15.674587,1016.05145
6.066843,5.5634975,0.8108451,2.6801784,164.62685,16.099646,1026.1682
13.780666,13.186188,0.7327885,14.123191,333.32138,16.1,1021.05615
3.4002025,-0.058653392,0.8558243,16.05497,211.29398,10.05646,1019.13824
5.111964,2.65246,0.9133414,10.741172,193.50774,14.520894,1020.3276
6.3242774,4.8161197,0.99403244,4.2998853,331.3633,0.38650122,1035.9518
10.122527,9.164667,0.74749166,26.22174,315.80887,10.69886,1014.93976
10.830024,10.193386,0.90231055,10.85727,144.6725,14.803166,1017.9514
20.618204,20.705912,0.769988,5.268772,140.03925,15.814719,1016.24194
8.479624,8.132514,0.9301539,1.7643098,144.29396,10.566765,1024.3956
17.399878,17.402792,0.58505934,3.9014745,317.99023,10.512228,1025.4316
-8.657174,-10.748435,0.9458137,5.9545503,352.11084,2.9575408,1030.2151
7.2722726,6.24808,0.9443137,7.5604944,183.15585,4.2123504,1023.11676
5.2482314,4.805835,0.916797,2.372781,171.58543,8.93499,1023.3995
-1.0834129,-6.638514,0.8122163,17.807287,145.89426,9.781007,1020.01416
19.948027,21.203669,0.44008446,23.061707,321.34692,16.1,1030.2893
12.986789,12.582173,0.6324333,15.18013,18.029802,8.954184,1014.10345
3.6141038,2.4698,0.9406585,3.107905,63.44954,3.498487,1032.8134
33.44577,33.24731,0.3978604,10.340526,146.0359,10.549894,1017.3704
12.001622,11.529171,0.7615241,7.308664,28.207668,15.675968,1013.06915
21.27998,21.142185,0.69774765,7.616136,82.81908,10.557345,1011.4863
8.638896,8.108679,0.7866834,2.970119,32.502968,16.096102,1022.2666
13.968975,15.033644,0.65180856,27.637594,343.97827,10.921919,1019.51483
12.549916,12.461107,0.9407988,13.8272,285.04434,7.325103,1013.44586
36.5923,36.417213,0.6833517,10.914546,348.69864,15.977083,1019.7762
-0.0029846607,-2.6213505,0.88716435,7.613868,312.8365,4.6195107,1021.50543
9.518985,8.308217,0.59422266,15.06734,47.03727,15.429774,1012.1916
8.156383,6.6892896,0.8590632,11.334927,270.9337,7.315967,1010.78796
26.845938,26.543686,0.5521848,11.071816,318.53918,11.249435,0.0
8.444445,8.085064,0.9996123,28.312145,15.433547,9.536843,1015.55774
9.594733,8.211933,0.644823,13.67942,152.8157,11.672516,1005.8465
4.4921246,3.497714,0.9776955,3.3237855,200.1998,4.2724023,1030.0146
8.987844,7.5855913,0.7862176,10.705711,158.48308,10.269708,1005.6239
13.8677845,13.615518,0.464163,16.219591,9.654389,10.334283,998.4001
13.819895,14.411678,0.99888974,17.799778,17.595118,11.115266,1011.8567
3.2371356,-0.5262184,0.9374484,13.983119,352.04218,4.276284,1014.13007
6.5631075,5.159355,0.83801717,9.690088,237.78609,9.3565035,1040.804
19.761614,19.613127,0.5936372,13.993952,329.18045,13.319728,1007.00183
9.966302,9.66418,0.8409428,2.5863156,172.9359,10.78596,1017.7388
17.078283,16.86075,0.7994681,12.517716,347.7233,16.043997,1014.79175
15.808081,15.54448,0.75507665,11.805947,9.169462,15.255806,1010.5336
7.4099984,4.6138616,0.9903448,17.304811,223.4853,4.8055825,1021.8366
7.116307,6.124488,0.883515,5.8780265,217.12575,10.282798,1016.9683
35.538616,35.351418,0.45516637,9.912934,197.92555,10.497945,1012.1667
1.448223,-1.5334152,0.96543247,9.083207,163.86562,5.953002,1025.8518
19.00661,19.436272,0.6106918,14.3457155,180.61128,16.09999,1020.636
18.444012,18.78037,0.5642446,16.67557,296.26703,15.246231,1009.32965
18.290442,18.378513,0.8012255,8.024488,146.33286,15.986688,1014.9382
18.300806,17.68666,0.57110006,16.476982,325.62344,10.793038,4.106055e-09
10.09253,9.211322,0.99597234,9.517023,273.7997,4.786109,1024.9528
19.935238,20.132357,0.8257545,3.5257711,107.20954,15.525193,1014.5295
5.459789,2.6226933,0.70625645,17.687227,312.28662,16.04451,1023.6471
12.968448,14.226223,0.68329203,19.997074,172.96179,10.871207,1026.326
13.930063,13.883675,0.74869,14.857594,154.76735,15.397621,1005.4951
14.692716,14.609294,0.56487435,9.299786,316.05432,16.09941,1024.5189
30.128668,30.012808,0.5163324,5.1093664,188.90736,10.638545,1023.93823
7.807642,6.8611593,0.99033177,4.447002,9.840476,2.6339076,1030.4918
33.648556,33.775883,0.48528436,16.900278,327.52164,11.30977,1024.7621
3.5106282,1.8468817,0.97998273,7.2075405,136.83713,1.8105807,1021.59454
-2.2950087,-7.923271,0.9605226,16.617773,139.94785,3.0241678,1015.6464
-4.5710187,-10.30601,0.8248429,17.351345,140.4702,8.760664,1024.1595
8.427866,6.2716193,0.9365036,15.8594475,30.415224,13.526174,1024.6735
12.69949,11.152931,0.62353486,12.489736,300.76962,11.510622,1037.6334
18.682497,18.781063,0.9928409,8.34528,117.0603,9.370745,1013.7304
18.725159,18.77349,0.9257623,3.1011941,274.1142,11.07863,1020.3376
16.053804,16.439714,0.98846966,9.6362,27.706673,16.099342,1019.831
13.44755,13.015058,0.8896544,6.445042,324.30063,10.719717,1014.35645
20.133057,20.43311,0.39264348,20.257952,13.999923,16.1,1028.053
18.617882,18.641945,0.52122897,16.796572,3.0011218,10.834912,1016.0572
13.476318,14.858484,0.69212276,21.563066,218.80753,10.829361,1012.53613
20.006914,20.069704,0.55247676,3.439311,101.71521,15.784642,1024.8214
3.7923179,1.3113551,0.7220425,25.163088,246.78821,10.992951,1020.4419
11.575482,10.869649,0.6714813,12.825427,208.57878,10.498079,1030.9777
13.594102,14.3569975,0.64167553,18.805573,152.13828,10.547215,1008.0472
16.319296,16.714966,0.5943092,25.421965,242.06795,11.15491,1019.0617
15.874433,15.745817,0.77415204,5.055254,133.86559,10.375241,1015.69934
36.162876,36.022705,0.4607594,12.998782,329.81393,11.920403,1012.29663
0.27945942,-3.755477,0.6880575,13.400577,218.40195,10.794256,1021.19885
24.986965,24.925024,0.9018267,1.6035604,293.7524,10.082882,1025.9996
6.9362197,4.9484134,0.8806167,2.4936457,55.784916,5.3198524,1038.4568
5.9266834,5.145743,0.8865834,3.73121,240.09903,10.694231,1019.8831
11.86759,11.614251,0.87685263,0.5539861,0.028850684,16.07196,1026.2772
17.614794,17.32723,0.71621454,9.677438,37.7787,10.654155,1007.81134
26.154314,26.5719,0.31435674,16.13992,117.51939,16.1,1031.0176
14.589472,14.55753,0.94047606,3.0267441,282.1519,10.594755,1022.91235
28.573366,28.566887,0.50822186,6.5944266,226.81398,10.600974,1019.7507
-1.6685333,-6.5066357,0.9373864,14.708679,158.76631,15.4515,1029.1628
15.442182,15.368602,0.73206085,13.57134,234.02786,10.618648,1004.3715
6.4678736,4.362942,0.8707061,12.316082,171.80922,9.3885145,1012.19635
9.823208,8.38268,0.79013973,13.998613,234.2531,11.3195505,1003.2305
-3.9923131,-4.9902773,0.62880886,5.9744096,248.137,10.591164,1026.6268
7.443851,6.9300065,0.84644836,4.012805,162.89207,10.524714,1015.78503
19.375402,19.34851,0.9697936,8.674017,212.55736,10.087379,1013.16394
23.724783,23.681297,0.6989778,6.7234282,108.587395,13.459341,1015.6964
5.4360776,3.511816,0.7458812,26.320942,319.7336,9.747412,1024.2748
19.895521,20.023445,0.7391361,3.524132,174.81578,10.578087,1022.02515
13.449199,13.068523,0.6444674,13.9613,155.96747,10.293293,994.69385
3.1871548,0.6002455,0.891452,10.029429,149.32242,7.357642,1019.85864
-2.8451245,-3.5273576,0.7320908,5.9828014,80.08718,14.682098,1023.8475
15.159124,15.509389,0.4235013,6.214424,35.960457,10.1878395,1022.5822
37.456825,36.94211,0.4334536,10.387813,201.02673,10.924224,1019.63855
0.07367093,-5.0547357,0.87892485,19.94694,3.804746,4.614537,1020.3821
19.184683,20.010187,0.99744666,12.546776,28.242031,11.155243,1017.8655
13.990977,13.874793,0.40238234,7.111015,189.04065,10.048103,1035.4646
19.628675,19.644005,0.7529894,7.4983354,121.488976,15.9189005,1014.399
20.38882,20.339972,0.57965297,12.7731495,286.40646,10.583974,1007.0074
7.236775,6.082046,0.80831116,7.7938795,186.56836,10.010284,0.0
13.930715,13.826763,0.8033416,6.6199465,145.52156,15.321582,1016.6091
9.893585,8.914177,0.97768015,4.439166,215.9775,0.7509293,1035.0367
22.546562,24.196138,0.59715164,23.006008,333.1416,10.975082,1021.9683
15.706445,15.823465,0.8937447,4.3538504,272.9329,15.646348,1014.5197
21.897257,22.252386,0.6673095,9.813536,125.549545,16.099405,1021.2536
1.1396047,-1.484504,0.9714696,7.7857027,162.90398,5.8493533,1027.4042
4.9891834,2.2489314,0.8950814,12.143356,175.4032,6.4054413,1018.25165
27.456648,27.752619,0.60221344,3.77686,317.3965,16.093277,1019.9208
15.886681,16.627058,0.99816835,15.790405,251.2131,10.526095,1011.8468
9.330286,7.888276,0.7648283,13.248689,61.991165,10.357363,1003.2121
16.005974,15.883083,0.7232619,10.213426,175.23453,16.098917,1012.48413
8.866525,7.903581,0.925476,9.055846,182.92403,4.739045,1019.23975
18.462032,19.968828,0.35531333,29.268047,154.01724,10.541611,1018.2746
18.944534,18.80076,0.9450548,1.8692147,316.49112,8.54892,1026.9071
13.985587,14.952018,0.57303387,29.470024,339.34293,10.898509,1022.5199
6.1750336,5.041549,0.95943445,7.4735694,152.84918,3.6630576,1023.4689
7.1350045,5.0034204,0.9654098,12.12025,180.16579,3.0846968,1018.7688
8.48211,7.503706,0.9862692,3.3830514,336.50986,7.38617,1032.5829
11.626768,11.075103,0.9572531,6.6707926,193.19385,3.8462543,1024.9852
15.999841,16.146744,0.8738573,4.2197638,349.98886,15.769529,1015.6896
10.417891,9.598378,0.5058032,13.757145,173.40012,16.099997,1019.3462
6.121648,3.9614139,0.8746189,11.696435,148.57532,7.631773,1014.45044
-3.9202788,-9.775976,0.966962,14.363652,163.53264,6.476513,1028.6688
21.269365,22.722492,0.87904936,16.444315,343.04205,11.289986,1025.804
31.343006,31.420122,0.35977688,21.774029,266.396,10.742185,1021.49524
